Seating Capacity,Average Meal Price,Weekend Reservations,Weekday Reservations,Revenue,Marketing&Followers,Location_Downtown,Location_Rural,Location_Suburban,Cuisine_American,Cuisine_French,Cuisine_Indian,Cuisine_Italian,Cuisine_Japanese,Cuisine_Mexican
78,54.01,26,39,958055.22,2.9198358550579995,True,False,False,False,False,False,True,False,False
71,71.47,14,0,1149324.61,2.742958459193539,True,False,False,False,False,False,False,True,False
83,38.55,76,76,740154.45,2.408071603389404,True,False,False,True,False,False,False,False,False
53,68.42,40,26,811474.71,-0.9861413483416732,False,False,True,False,False,False,False,True,False
84,31.37,79,48,611394.91,0.91238510230132,True,False,False,False,False,True,False,False,False
66,45.27,20,57,682492.82,0.47992247567363316,False,False,True,True,False,False,False,False,False
88,42.02,75,80,850410.39,2.2350104516262568,True,False,False,True,False,False,False,False,False
35,45.3,0,7,358587.5,-1.0125477778898115,False,True,False,False,False,False,True,False,False
58,62.29,12,27,816323.29,-0.3811047353960587,False,False,True,False,True,False,False,False,False
46,34.92,7,25,378127.87,0.1956964333489405,False,True,False,False,False,True,False,False,False
64,40.7,43,19,586990.35,-1.4902905832366973,False,False,True,False,False,True,False,False,False
34,44.01,13,18,353500.87,-0.9152848487859154,False,True,False,True,False,False,False,False,False
87,36.88,79,13,732099.25,3.782015667491505,True,False,False,True,False,False,False,False,False
73,52.92,49,24,874263.8,1.570007978831073,True,False,False,False,False,False,True,False,False
90,60.34,18,35,1207965.27,-0.7429425526024775,True,False,False,False,True,False,False,False,False
51,32.06,9,27,378168.4,0.05724126205417353,False,False,True,False,False,True,False,False,False
48,32.69,30,7,369120.06,-1.1845861294743154,False,True,False,False,False,False,False,False,True
74,31.02,66,48,539499.8,1.6755218703917,True,False,False,False,False,False,False,False,True
33,55.33,1,32,427993.7,-0.8706174392616279,False,True,False,False,True,False,False,False,False
34,72.11,17,5,558024.63,-0.6451299970220845,False,True,False,False,False,False,False,True,False
88,51.98,13,0,1025879.1,-0.7370837928927501,True,False,False,False,False,False,True,False,False
82,56.58,65,4,1047310.81,4.710349803070601,True,False,False,False,True,False,False,False,False
45,28.84,23,8,315230.69,-0.6168238402942481,False,True,False,False,False,False,False,False,True
81,41.44,61,7,781051.33,3.746468289991741,True,False,False,True,False,False,False,False,False
78,26.53,65,40,467711.46,-0.5834933733787572,True,False,False,False,False,False,False,False,True
85,44.38,23,71,851105.77,0.7814074342855586,True,False,False,True,False,False,False,False,False
63,45.3,13,37,646954.8,0.5015011971866321,False,False,True,False,False,False,True,False,False
30,36.13,23,20,259709.44,-1.539547768164743,False,True,False,True,False,False,False,False,False
49,56.28,0,18,630326.42,-0.8826439979023681,False,True,False,False,True,False,False,False,False
70,40.81,45,2,646630.27,-1.380388075609481,False,False,True,True,False,False,False,False,False
33,71.82,10,15,536956.74,-1.8684180435254742,False,True,False,False,False,False,False,True,False
78,59.44,14,64,1047008.75,3.307554261386726,True,False,False,False,True,False,False,False,False
48,48.18,7,9,540399.09,0.7656559723733739,False,True,False,False,False,False,True,False,False
83,63.9,28,69,1192983.65,-1.2666602464484304,True,False,False,False,True,False,False,False,False
61,65.75,58,4,904239.9,-0.8712739059347807,False,False,True,False,False,False,False,True,False
73,48.08,29,16,807636.11,4.125097015655891,True,False,False,False,False,False,True,False,False
36,25.43,24,20,231873.14,-0.29940025305046797,False,True,False,False,False,False,False,False,True
46,65.15,2,28,672590.5,0.2608077581382818,False,True,False,False,False,False,False,True,False
30,48.89,17,29,352899.19,-0.4650136793944993,False,True,False,False,False,False,True,False,False
63,37.14,0,30,538857.08,-1.1518931141168478,False,False,True,True,False,False,False,False,False
64,57.95,26,2,826995.75,-0.7248514112919587,False,False,True,False,True,False,False,False,False
41,54.03,23,37,513285.97,0.5719972107966819,False,True,False,False,False,False,True,False,False
81,56.79,23,59,1045907.74,2.2725056306568137,True,False,False,False,True,False,False,False,False
55,43.58,39,27,552945.03,0.50684459246526,False,False,True,True,False,False,False,False,False
42,52.43,2,27,506728.66,0.13061833004311002,False,True,False,False,False,False,True,False,False
45,28.59,0,0,308272.55,-0.8040076293426801,False,True,False,False,False,False,False,False,True
63,71.01,56,11,1009903.54,0.2757549063886054,False,False,True,False,False,False,False,True,False
56,49.89,6,15,630349.65,0.21857581783977034,False,False,True,False,False,False,True,False,False
65,36.41,21,7,544780.78,0.7759959098532454,False,False,True,True,False,False,False,False,False
78,54.98,10,69,975049.68,1.6985252436958518,True,False,False,False,False,False,True,False,False
83,61.27,67,50,1147553.08,-1.451631932784912,True,False,False,False,True,False,False,False,False
36,39.68,17,8,342458.47,-1.010277591019438,False,True,False,False,False,True,False,False,False
61,54.06,10,17,736410.46,-0.6460151394567226,False,False,True,False,False,False,True,False,False
72,25.88,65,28,442654.58,0.8486316995860811,True,False,False,False,False,False,False,False,True
63,47.28,53,10,684166.55,-1.1972368656795038,False,False,True,False,False,False,True,False,False
48,66.6,22,17,726517.2,0.3058572151601567,False,True,False,False,False,False,False,True,False
80,54.14,8,32,982345.7,-1.2631067967789857,True,False,False,False,False,False,True,False,False
74,39.49,19,2,656670.93,-0.9192732281763654,True,False,False,False,False,True,False,False,False
82,60.81,8,4,1115817.9,0.6543222115833647,True,False,False,False,True,False,False,False,False
39,46.15,14,15,422503.05,-0.5280726230175381,False,True,False,False,False,False,True,False,False
56,26.49,41,3,357201.37,-0.15883160293239657,False,False,True,False,False,False,False,False,True
86,43.95,33,17,854736.0,2.1291940149033306,True,False,False,True,False,False,False,False,False
45,55.22,14,26,559287.1,-1.0858103285606313,False,True,False,False,False,False,True,False,False
57,47.19,32,17,609264.28,-1.636008034605508,False,False,True,False,False,False,True,False,False
46,65.12,43,1,689389.46,-0.4341720301156055,False,True,False,False,False,False,False,True,False
62,28.64,21,5,402570.11,-0.2305255655088059,False,False,True,False,False,False,False,False,True
40,30.34,35,34,283756.96,0.5915998966050737,False,True,False,False,False,True,False,False,False
69,44.11,41,10,692405.12,-1.1975765790731245,False,False,True,True,False,False,False,False,False
87,60.41,13,37,1169025.28,-0.4318684062619863,True,False,False,False,True,False,False,False,False
54,52.06,41,0,631389.37,0.08041354164914934,False,False,True,False,False,False,True,False,False
35,34.53,14,20,286448.87,-0.1554185738178678,False,True,False,False,False,True,False,False,False
49,38.8,32,34,440334.4,0.6543713264963463,False,True,False,True,False,False,False,False,False
63,57.44,53,56,810062.74,-1.4158684718301002,False,False,True,False,True,False,False,False,False
81,38.48,2,7,717944.94,1.2193957798512869,True,False,False,False,False,True,False,False,False
73,32.65,6,66,551622.5,3.7792535794283095,True,False,False,False,False,False,False,False,True
56,28.97,45,14,378490.81,-0.07433618791295257,False,False,True,False,False,False,False,False,True
60,38.53,48,52,537700.8,-0.7904272281624601,False,False,True,True,False,False,False,False,False
49,55.01,39,16,607134.51,-0.00994282151644889,False,True,False,False,True,False,False,False,False
71,25.7,40,60,440100.15,2.43706185140179,True,False,False,False,False,False,False,False,True
53,41.86,51,35,512333.38,1.0236185530160193,False,False,True,True,False,False,False,False,False
76,30.66,52,50,533755.06,-0.20047395052424577,True,False,False,False,False,False,False,False,True
50,29.78,4,40,350715.27,-0.12332322322563204,False,False,True,False,False,False,False,False,True
64,39.1,25,13,566515.15,0.2165743811481275,False,False,True,False,False,True,False,False,False
89,35.54,1,16,711014.67,1.5402748745630028,True,False,False,False,False,True,False,False,False
57,29.23,49,53,392862.45,-0.9972795716118225,False,False,True,False,False,False,False,False,True
54,66.77,0,38,815508.23,-0.05673447260880049,False,False,True,False,False,False,False,True,False
43,39.03,3,19,380277.92,-1.1830728627274187,False,True,False,False,False,True,False,False,False
67,61.34,27,38,929595.07,-1.7547164404136113,False,False,True,False,True,False,False,False,False
52,36.02,41,5,423382.03,-1.6063311840597572,False,False,True,True,False,False,False,False,False
51,42.14,9,5,497854.62,-0.9770517037394563,False,False,True,True,False,False,False,False,False
45,59.68,14,12,605733.03,-1.88298737777605,False,True,False,False,True,False,False,False,False
83,63.93,17,34,1176968.69,-0.729096880929508,True,False,False,False,True,False,False,False,False
45,65.11,38,34,670707.02,-0.3588794136422204,False,True,False,False,True,False,False,False,False
40,61.61,11,26,557060.22,-1.1993797986758827,False,True,False,False,True,False,False,False,False
86,53.05,71,31,1035500.1,2.0222880474102842,True,False,False,False,False,False,True,False,False
32,35.62,29,1,279860.31,0.12895158424745676,False,True,False,True,False,False,False,False,False
74,51.16,41,2,866159.89,1.9411491922833155,True,False,False,False,False,False,True,False,False
32,33.31,0,31,261326.89,0.20398628541159047,False,True,False,False,False,False,False,False,True
84,30.46,34,70,592316.05,1.1462253959469135,True,False,False,False,False,False,False,False,True
54,41.53,5,33,511872.72,-1.5903507235736989,False,False,True,True,False,False,False,False,False
32,34.89,22,20,268300.65,0.4051676823700989,False,True,False,False,False,False,False,False,True
35,57.18,15,28,467916.74,-1.3545153791083686,False,True,False,False,True,False,False,False,False
43,46.08,20,3,454302.85,-1.2669084035124485,False,True,False,False,False,False,True,False,False
31,62.6,22,3,454221.8,-0.6200530390000739,False,True,False,False,True,False,False,False,False
67,34.05,12,0,523168.2,-1.0208425451374386,False,False,True,False,False,False,False,False,True
35,39.36,5,30,328202.45,-1.2633615552146442,False,True,False,False,False,True,False,False,False
54,52.06,38,44,653837.18,0.27217196648372627,False,False,True,False,False,False,True,False,False
63,64.17,51,16,920317.93,-0.07520109610762629,False,False,True,False,True,False,False,False,False
66,42.71,28,51,633578.38,-0.15144127998456622,False,False,True,True,False,False,False,False,False
60,55.96,1,48,755653.14,0.8864649058235953,False,False,True,False,True,False,False,False,False
70,38.38,48,43,611314.18,3.318994061382008,True,False,False,False,False,True,False,False,False
79,26.97,67,49,501540.89,0.7769896859838576,True,False,False,False,False,False,False,False,True
38,47.6,19,35,429211.95,-1.0274425470409068,False,True,False,False,False,False,True,False,False
89,39.34,48,20,792041.01,1.3847469140132131,True,False,False,True,False,False,False,False,False
81,48.46,7,22,890068.78,3.893910355814894,True,False,False,False,False,False,True,False,False
30,38.54,21,12,274843.72,-1.2057519138176573,False,True,False,True,False,False,False,False,False
47,46.86,1,41,511068.7,-0.8961724501084022,False,True,False,False,False,False,True,False,False
41,28.23,3,33,269790.2,-1.0585096078950385,False,True,False,False,False,False,False,False,True
71,35.22,45,68,578070.49,1.9050935539738554,True,False,False,True,False,False,False,False,False
70,70.2,32,30,1093471.8,-0.15886353316635257,True,False,False,False,False,False,False,True,False
30,53.45,9,11,368461.3,-1.2786712705344485,False,True,False,False,False,False,True,False,False
50,54.48,38,45,619759.54,-0.7510641800614408,False,False,True,False,False,False,True,False,False
41,64.02,17,27,605913.31,-0.03934213207540134,False,True,False,False,True,False,False,False,False
56,39.58,18,47,510871.77,-1.1066397358213198,False,False,True,True,False,False,False,False,False
53,38.03,30,27,467402.02,0.5190035347902804,False,False,True,False,False,True,False,False,False
50,68.17,44,6,765660.25,0.1429937507602869,False,True,False,False,False,False,False,True,False
49,25.61,14,33,304216.13,-0.09928266306265512,False,True,False,False,False,False,False,False,True
33,62.44,19,21,470132.43,-1.72960633303281,False,True,False,False,True,False,False,False,False
84,72.14,31,50,1362071.53,-0.01518292840912233,True,False,False,False,False,False,False,True,False
50,43.82,27,23,496779.3,-1.0798337864721137,False,False,True,True,False,False,False,False,False
75,71.78,25,10,1209874.8,0.969469226084865,True,False,False,False,False,False,False,True,False
83,46.73,38,37,874799.71,1.0378481378106144,True,False,False,False,False,False,True,False,False
43,54.38,37,41,546021.5,-1.2192561137856224,False,True,False,False,False,False,True,False,False
79,61.9,17,6,1103116.65,4.567122532712663,True,False,False,False,True,False,False,False,False
36,43.88,10,2,361333.58,-0.7510697408711949,False,True,False,True,False,False,False,False,False
61,43.52,42,14,613612.75,-0.11546220176210999,False,False,True,True,False,False,False,False,False
48,68.28,9,29,736068.4,-0.8649019702303804,False,True,False,False,False,False,False,True,False
78,55.82,61,51,981832.98,-0.036626288801622685,True,False,False,False,True,False,False,False,False
72,36.94,1,53,616838.78,1.9557893463737663,True,False,False,True,False,False,False,False,False
33,31.02,32,19,236172.16,-1.598764026137547,False,True,False,False,False,True,False,False,False
42,32.68,13,32,330999.49,-0.16744491695887354,False,True,False,False,False,True,False,False,False
79,50.05,8,19,883661.85,-0.6963735502744539,True,False,False,False,False,False,True,False,False
63,74.97,6,33,1059653.82,-0.23658071274573986,False,False,True,False,False,False,False,True,False
55,34.59,22,30,427628.03,-1.319722482607986,False,False,True,False,False,False,False,False,True
37,52.9,6,4,446731.95,-1.397362814475915,False,True,False,False,False,False,True,False,False
68,55.27,64,16,855804.59,-0.12410888064711208,False,False,True,False,True,False,False,False,False
79,38.76,19,1,701835.81,0.990708449703978,True,False,False,True,False,False,False,False,False
34,52.51,7,23,413881.11,-1.704175633811746,False,True,False,False,False,False,True,False,False
74,26.42,18,50,464275.53,2.5270132060812864,True,False,False,False,False,False,False,False,True
74,33.81,68,47,583560.81,0.014963185153324973,True,False,False,False,False,False,False,False,True
58,40.06,44,43,525047.89,-1.2347829891847206,False,False,True,False,False,True,False,False,False
38,58.9,33,0,504539.45,0.0619577530198033,False,True,False,False,True,False,False,False,False
44,52.76,43,21,539974.65,-0.1652047586360575,False,True,False,False,False,False,True,False,False
58,66.63,15,13,869142.25,-1.6881404615405915,False,False,True,False,False,False,False,True,False
83,52.6,6,76,1000719.95,4.8980592170451285,True,False,False,False,False,False,True,False,False
75,30.24,20,70,529884.85,0.43329431343736585,True,False,False,False,False,True,False,False,False
89,26.66,43,65,557048.64,3.1928537514595394,True,False,False,False,False,False,False,False,True
77,62.81,24,66,1082976.13,0.17256846079462376,True,False,False,False,True,False,False,False,False
31,62.83,14,7,439279.3,-1.8149355158871894,False,True,False,False,True,False,False,False,False
34,72.05,1,12,549830.15,-0.21889867004414765,False,True,False,False,False,False,False,True,False
66,60.25,63,57,895800.05,-0.005681853386537571,False,False,True,False,True,False,False,False,False
59,37.42,7,38,514202.57,-0.04107650477497678,False,False,True,False,False,True,False,False,False
43,38.51,18,29,396480.04,0.40640796544042546,False,True,False,False,False,True,False,False,False
47,40.63,41,43,437811.41,-1.5155059880025055,False,True,False,False,False,True,False,False,False
70,64.78,52,36,1016839.59,0.07068052580440622,True,False,False,False,True,False,False,False,False
71,63.74,52,13,1025352.21,0.2957599099969091,True,False,False,False,True,False,False,False,False
53,37.64,0,25,450575.98,-1.745959334333317,False,False,True,False,False,True,False,False,False
42,61.32,27,39,594888.93,0.5221254631744071,False,True,False,False,True,False,False,False,False
65,56.33,22,6,820792.39,0.01599664076407414,False,False,True,False,True,False,False,False,False
34,26.82,7,27,227656.75,-1.3556083895644702,False,True,False,False,False,False,False,False,True
79,54.02,34,7,974388.19,4.050697649738074,True,False,False,False,False,False,True,False,False
66,43.84,22,4,660862.6,-1.1512542631221894,False,False,True,True,False,False,False,False,False
60,61.76,45,32,830114.67,0.15676243134678355,False,False,True,False,True,False,False,False,False
34,39.83,6,2,316522.47,-1.10528385880863,False,True,False,True,False,False,False,False,False
84,35.29,1,61,681323.07,2.2530637790806765,True,False,False,True,False,False,False,False,False
53,28.6,18,21,355781.3,-0.13980189952612457,False,False,True,False,False,False,False,False,True
76,59.63,37,21,1021535.81,-0.8341388900375428,True,False,False,False,True,False,False,False,False
59,35.34,35,31,476596.98,0.1639752736954569,False,False,True,False,False,True,False,False,False
73,45.22,51,37,756957.65,-0.15589379258142738,True,False,False,True,False,False,False,False,False
49,56.2,32,22,628716.8,-1.1463481654383683,False,True,False,False,True,False,False,False,False
54,70.71,17,52,867710.7,0.7530410410252322,False,False,True,False,False,False,False,True,False
54,34.05,37,20,425851.35,-1.0124330450719603,False,False,True,False,False,True,False,False,False
80,75.89,9,3,1356008.93,0.41122681154277757,True,False,False,False,False,False,False,True,False
88,74.48,25,78,1463648.3,0.635667201365608,True,False,False,False,False,False,False,True,False
54,39.83,14,44,490322.12,-0.5783812732975103,False,False,True,True,False,False,False,False,False
50,76.0,31,20,866288.35,-1.0525081679436743,False,True,False,False,False,False,False,True,False
77,30.65,0,19,549580.75,1.3375957454123197,True,False,False,False,False,False,False,False,True
76,26.84,14,24,478141.28,2.0864571861684507,True,False,False,False,False,False,False,False,True
77,41.11,67,44,727989.89,0.5287572519368169,True,False,False,True,False,False,False,False,False
62,57.49,26,60,801521.41,-1.4323342321373405,False,False,True,False,True,False,False,False,False
54,52.0,39,52,645541.55,0.4888722740954176,False,False,True,False,False,False,True,False,False
67,65.31,6,55,990548.89,-1.4517014253128722,False,False,True,False,True,False,False,False,False
58,63.65,35,28,823556.95,-1.2378583499670415,False,False,True,False,True,False,False,False,False
31,58.0,12,2,411744.25,-0.48294588815916173,False,True,False,False,True,False,False,False,False
45,58.27,28,29,598696.64,-1.3250983816206272,False,True,False,False,True,False,False,False,False
63,30.76,47,57,454117.66,0.37524249532295584,False,False,True,False,False,True,False,False,False
46,48.14,20,8,506561.08,-0.9638837735414902,False,True,False,False,False,False,True,False,False
75,31.02,59,36,539522.9,1.9895606987571257,True,False,False,False,False,True,False,False,False
72,70.49,14,4,1143467.44,0.9389565274548322,True,False,False,False,False,False,False,True,False
86,62.79,6,17,1213595.63,2.281399964356071,True,False,False,False,True,False,False,False,False
62,33.26,46,32,471207.91,0.4334693901003616,False,False,True,False,False,False,False,False,True
75,35.65,60,12,621614.15,1.645219801719615,True,False,False,True,False,False,False,False,False
37,38.74,8,32,331698.67,-0.4180107879073567,False,True,False,True,False,False,False,False,False
55,33.17,52,48,432017.45,-1.0206193941233475,False,False,True,False,False,True,False,False,False
45,31.15,29,39,330682.0,-1.2965770025622552,False,True,False,False,False,True,False,False,False
75,28.99,45,65,507773.95,1.9817956465584199,True,False,False,False,False,False,False,False,True
86,58.29,65,11,1129531.3,1.4325380814833055,True,False,False,False,True,False,False,False,False
90,51.98,83,46,1047647.97,1.1931695937132154,True,False,False,False,False,False,True,False,False
52,74.72,44,47,865205.83,-1.645882439442333,False,False,True,False,False,False,False,True,False
41,40.0,21,22,374803.6,-1.0775445853610361,False,True,False,True,False,False,False,False,False
55,73.21,34,39,909754.18,-1.0931846147039765,False,False,True,False,False,False,False,True,False
70,46.61,2,4,739759.96,-0.172994385885221,False,False,True,False,False,False,True,False,False
76,39.84,40,35,702088.06,2.3052397601189876,True,False,False,False,False,True,False,False,False
60,36.68,50,30,510666.2,-1.0308126324890512,False,False,True,True,False,False,False,False,False
58,67.11,20,22,884611.34,-0.9177244081345165,False,False,True,False,False,False,False,True,False
85,31.17,28,15,617291.96,0.719433572435066,True,False,False,False,False,True,False,False,False
54,48.41,50,7,597012.23,0.14489821368758718,False,False,True,False,False,False,True,False,False
84,71.08,0,8,1330720.67,1.5085294987338103,True,False,False,False,False,False,False,True,False
90,65.87,20,53,1333932.81,3.1569834863704314,True,False,False,False,True,False,False,False,False
73,38.73,68,65,650709.6,2.1539949036254717,True,False,False,False,False,True,False,False,False
74,49.18,66,17,819882.52,-0.3647556808433623,True,False,False,False,False,False,True,False,False
56,71.33,25,46,897015.0,-0.08665725571978232,False,False,True,False,False,False,False,True,False
72,61.86,43,36,1001643.07,1.9788364892808799,True,False,False,False,True,False,False,False,False
73,64.05,27,39,1061306.85,2.586904837655293,True,False,False,False,True,False,False,False,False
64,53.1,35,7,763695.55,-0.4418282331186026,False,False,True,False,False,False,True,False,False
51,31.26,34,16,378348.09,-0.36446246292682755,False,False,True,False,False,False,False,False,True
34,42.36,20,4,342979.25,-1.3303134824633738,False,True,False,True,False,False,False,False,False
56,53.21,22,7,682004.13,-0.07036549545129143,False,False,True,False,False,False,True,False,False
66,56.46,1,2,842206.72,-0.8837015984385321,False,False,True,False,True,False,False,False,False
37,57.21,4,2,476952.79,0.38854237908015893,False,True,False,False,True,False,False,False,False
58,52.57,2,30,693566.53,-1.508822931953047,False,False,True,False,False,False,True,False,False
59,34.35,8,26,455865.55,-1.8916094094858742,False,False,True,False,False,False,False,False,True
60,39.5,55,27,542260.85,-1.2846231654477884,False,False,True,True,False,False,False,False,False
50,75.78,40,37,855303.06,-1.085506311836977,False,False,True,False,False,False,False,True,False
44,47.38,21,35,479975.21,-1.1449183117122101,False,True,False,False,False,False,True,False,False
57,39.58,19,26,517741.74,-0.17620830159841944,False,False,True,True,False,False,False,False,False
68,39.16,59,15,600657.96,-1.287059854672825,False,False,True,True,False,False,False,False,False
41,40.23,40,14,390809.29,-1.6246873082385707,False,True,False,False,False,True,False,False,False
75,58.14,35,71,996812.34,-0.29369246114068137,True,False,False,False,True,False,False,False,False
39,70.18,3,38,628018.06,0.3018654633963795,False,True,False,False,False,False,False,True,False
74,47.06,33,48,795067.52,0.10740350084443288,True,False,False,False,False,False,True,False,False
36,60.73,31,27,498618.26,-0.37047541943480905,False,True,False,False,True,False,False,False,False
36,39.43,14,14,330107.11,-0.73898169051077,False,True,False,False,False,True,False,False,False
58,33.34,14,23,439569.11,-1.6838322801840968,False,False,True,False,False,True,False,False,False
84,63.92,63,68,1219833.24,3.535535938697606,True,False,False,False,True,False,False,False,False
55,35.02,16,5,444415.37,-1.327954752761976,False,False,True,False,False,False,False,False,True
85,35.8,41,59,697759.5,1.9936003093722636,True,False,False,True,False,False,False,False,False
36,53.32,29,4,443342.34,0.7334062103575757,False,True,False,False,False,False,True,False,False
44,47.81,35,24,489124.5,0.7317094360143648,False,True,False,False,False,False,True,False,False
71,46.93,12,39,760027.0,0.19536339257725452,True,False,False,False,False,False,True,False,False
57,61.61,5,6,786467.49,-0.990763017917027,False,False,True,False,True,False,False,False,False
61,32.76,30,55,463152.99,-0.9421634475366749,False,False,True,False,False,False,False,False,True
60,69.34,19,30,936009.71,0.5627327762814978,False,False,True,False,False,False,False,True,False
55,30.43,15,2,382004.56,-1.107533990876414,False,False,True,False,False,True,False,False,False
49,65.0,19,17,733018.7,0.21709735145039374,False,True,False,False,True,False,False,False,False
42,73.04,1,28,696847.33,-1.2962100946822808,False,True,False,False,False,False,False,True,False
45,32.99,15,0,353639.05,-1.194394593593882,False,True,False,False,False,True,False,False,False
37,35.47,34,28,313803.8,0.2752495157024737,False,True,False,False,False,True,False,False,False
46,25.31,18,39,281727.81,0.17313530801250623,False,True,False,False,False,False,False,False,True
62,38.73,60,32,558607.95,-0.3934564061249295,False,False,True,True,False,False,False,False,False
53,50.75,38,46,618994.1,-0.9811534886358427,False,False,True,False,False,False,True,False,False
69,70.69,46,34,1107397.04,0.8670911834011432,False,False,True,False,False,False,False,True,False
59,57.29,34,46,766894.94,-1.572923080433016,False,False,True,False,True,False,False,False,False
49,73.54,3,6,818599.8,-0.9539450781117103,False,True,False,False,False,False,False,True,False
45,38.29,32,32,395147.41,-0.8971775633582573,False,True,False,True,False,False,False,False,False
46,51.38,5,3,545152.31,-0.43833143210858616,False,True,False,False,False,False,True,False,False
77,67.99,31,34,1183436.47,-0.7476843363680628,True,False,False,False,False,False,False,True,False
60,39.68,2,33,543240.35,-0.5902524151407359,False,False,True,True,False,False,False,False,False
54,57.28,51,9,706571.13,-0.48382514697165696,False,False,True,False,True,False,False,False,False
50,31.96,20,9,360249.69,-1.4798759873562202,False,True,False,False,False,False,False,False,True
65,34.68,25,19,523344.17,-0.4852083970336487,False,False,True,False,False,True,False,False,False
57,55.18,46,43,702940.96,-2.0499275137097257,False,False,True,False,True,False,False,False,False
50,45.31,6,16,516120.02,-0.20119746972683758,False,True,False,False,False,False,True,False,False
85,35.18,31,40,690579.93,1.0321894608138096,True,False,False,False,False,True,False,False,False
73,57.02,3,6,921849.67,-0.5054735404499906,True,False,False,False,True,False,False,False,False
75,61.44,37,21,1028834.22,1.0129508127618274,True,False,False,False,True,False,False,False,False
50,59.49,44,10,675733.81,0.07869402181715845,False,True,False,False,True,False,False,False,False
57,62.2,17,12,797484.0,-0.36811277904796047,False,False,True,False,True,False,False,False,False
38,40.48,16,22,353977.95,-0.42382638845096554,False,True,False,False,False,True,False,False,False
42,50.82,41,9,500024.91,-1.5135081031215643,False,True,False,False,False,False,True,False,False
66,43.66,13,27,642646.49,-1.5564529071905622,False,False,True,True,False,False,False,False,False
78,73.28,51,16,1291209.72,3.8349241009154897,True,False,False,False,False,False,False,True,False
82,35.14,0,46,659134.71,1.5691350346401898,True,False,False,False,False,False,False,False,True
38,67.35,32,29,575849.15,-0.26625752722913054,False,True,False,False,False,False,False,True,False
75,74.1,16,21,1246869.85,2.684855158292346,True,False,False,False,False,False,False,True,False
39,34.96,31,19,321821.01,-1.2783728506829084,False,True,False,False,False,False,False,False,True
34,34.32,30,5,281031.97,-1.344386359210899,False,True,False,False,False,True,False,False,False
56,48.45,37,17,622332.2,-1.505919347585115,False,False,True,False,False,False,True,False,False
60,35.47,38,30,499302.01,0.5282647763695116,False,False,True,False,False,False,False,False,True
58,51.9,26,25,685965.7,-2.029383036807267,False,False,True,False,False,False,True,False,False
39,34.19,16,1,317880.37,-0.780999950415969,False,True,False,False,False,True,False,False,False
60,73.71,29,59,1006938.43,-0.034202264007743635,False,False,True,False,False,False,False,True,False
72,48.35,5,44,794905.35,0.8292180109334635,True,False,False,False,False,False,True,False,False
77,31.94,56,30,570724.51,-1.2477208081222062,True,False,False,False,False,True,False,False,False
46,35.98,10,12,381240.38,-1.1875491253125858,False,True,False,False,False,True,False,False,False
36,41.23,5,34,355532.09,-1.7456959655269657,False,True,False,True,False,False,False,False,False
61,34.08,29,24,486925.56,0.10334394273935901,False,False,True,False,False,False,False,False,True
45,40.03,17,31,415916.04,-1.4912884134277744,False,True,False,True,False,False,False,False,False
44,73.96,40,28,732393.94,-1.2974161157072104,False,True,False,False,False,False,False,True,False
90,28.42,3,34,586408.44,0.11194287008565447,True,False,False,False,False,False,False,False,True
82,71.33,8,27,1318818.09,3.6299988585695537,True,False,False,False,False,False,False,True,False
67,37.29,66,18,573760.83,-0.9253923071315053,False,False,True,True,False,False,False,False,False
47,34.24,26,6,364072.25,-1.1709969024236682,False,True,False,False,False,True,False,False,False
34,74.43,2,18,569433.08,-1.8225743547737865,False,True,False,False,False,False,False,True,False
83,27.38,45,71,530233.74,-1.2842552170059276,True,False,False,False,False,False,False,False,True
40,33.91,26,13,317107.84,-0.05624809616337242,False,True,False,False,False,False,False,False,True
72,68.11,52,7,1109482.07,1.3134239133772427,True,False,False,False,False,False,False,True,False
66,25.38,55,65,384091.92,-0.8927917452905123,False,False,True,False,False,False,False,False,True
81,31.21,56,63,586521.48,2.9742972707713777,True,False,False,False,False,True,False,False,False
32,38.2,3,28,299383.65,0.098711294919511,False,True,False,False,False,True,False,False,False
51,27.88,12,23,326048.07,-0.7346909445209693,False,False,True,False,False,False,False,False,True
73,72.2,7,14,1176156.05,1.5354411395307062,True,False,False,False,False,False,False,True,False
87,42.69,13,71,841424.03,-0.5639291831136017,True,False,False,True,False,False,False,False,False
69,28.8,56,2,450065.55,-1.4359080242338298,False,False,True,False,False,False,False,False,True
70,30.22,28,10,481201.96,-0.9581186512851381,False,False,True,False,False,False,False,False,True
83,29.44,2,70,567118.31,-0.6029552797574844,True,False,False,False,False,False,False,False,True
37,35.42,23,4,307751.75,-1.5262950976341232,False,True,False,False,False,False,False,False,True
71,68.52,14,20,1109658.36,4.45401084511985,True,False,False,False,False,False,False,True,False
68,37.02,13,21,564275.77,-1.5632230705720493,False,False,True,True,False,False,False,False,False
79,39.02,10,37,707580.56,1.3631558148190852,True,False,False,True,False,False,False,False,False
54,52.36,25,6,643825.82,-0.30859210941439297,False,False,True,False,False,False,True,False,False
60,32.67,0,57,453907.79,0.3776283834483473,False,False,True,False,False,False,False,False,True
38,35.16,24,25,314164.86,-0.368591154685113,False,True,False,False,False,False,False,False,True
65,54.7,61,52,800588.8,-1.4798957193464215,False,False,True,False,False,False,True,False,False
54,38.17,20,52,465619.46,-1.2585409868632682,False,False,True,True,False,False,False,False,False
